Title	Description
수학동아리 부스추천	... 수학 퍼즐: 수학적 아이디어를 활용한 퍼즐 게임을 제작하여 방문객들에게 즐길 수 있도록 도와주는 것도 좋아요.. 3. 수학 마술: 재미있는 수학 마술을 보여주는 것도 좋은 아이디어입니다. 4. 도형 문제: 도형에 관한 간단한 문제를... 
초등5학년수학문제	... 국어를 좋아하는 학생은 수학글 좋아하 는 학생의 제보다 8명이 적다고 한다. 국어를 좋아하 는 학생이 20명이면 혜란이네 반 학생은 모두 몇 명인 가? )명 국어를 좋아하는 학생수 : ㅁ = 20 수학을 좋아하는 학생수 :ㅁ+8 = 20+8... 
폴수학을 들어도 될까요??	... 시간의 압박이 있기는 하죠ㅜㅜ 그래도 폴수학 좋아요. 그리고 폴수학 한번 들은다음에 심화문제위주로 200제 이런거 한번 들으세요 박승동꺼나 라승균 한석원 추천합니다. 그리고 나면 어느정도 수준 올라갈꺼에요 좋은결과 있으세요 
중학수학!!! 빨리답해주실수록 좋아요 ㅠㅠ	저저 오늘도 문제를들고왔습네다 ㅠㅜ 감사내공될수있으면드릴께요 중학수학이에요 문제드릴께요 ! 아! 식자세히말해주실수록 엄청따따블좋아요! 1]일차방정식 x-3분의 2x-a[분수]=a+2의... 
초등2학년 수학문제집 추천해주세요	저희 애가 수학을 좋아는 하는데.. 점점 지루해 하고 재미 없어 하더라구요그리고 연산 부분이 너무 약하구요그래서 초등2학년 수학문제집을 고민중인데쉽고 재미있게 공부를 했으면 하는데 재미있는 초등2학년... 
예비고등학생 수학인강추천	... 들어가기전 혼자서 EBS 인강들으면서 해보려고 하는데 정승제쌤 수학의왕도가 좋아요? 아니면 50일수학이 좋아요..?!  수학인강으로는 ebs와 병행으로 나인 추천드립니다 - 실시간 강의 - 성적분석 - 1:1 맞춤 학습법 나인스쿨 무료체험
쎈수학 가격 내공35	"... 제친구가 쎈수학을 하는데요 쎈수학좋아요,,ㅋㅋ 쎈수학은 만삼천원 전 뜀틀이라고 하는데요 수학기초가 아예업으시면 제가 하는걸로,,,,, 전 뜀틀중학수학이라고 마더텅?? 이라는 출판사에서 만든거쓰고 잇는데요 그건 문제수가... "
대성 수학 괜찮나요?	재수생인데 문과라 나머지 과목은 다 대성이 좋아보이는데 수학 하나땜에 메가를 사야되나 고민되네요 수능때 수학만 4등급정도 나왔는데 대성꺼 들어도 충분히 올릴 수 있나요? 현우진이 컨텐츠가 좋긴 하지만 대성도 수학이 꿀리진... 
예비고1 수학고민	"... 대한민국에서 수학 좋아서 공부하는 학생들 10명중 1명도 안됩니다. 어차피 수학은 대한민국 모든 학생이 고3까지 배워야 하는거고 결승점은 똑같습니다. 다른 친구들이 조금 빨리 갈뿐, 가다보면 지쳐서 쉬어야 할때도 있겠죠. 각자... "
수학선생님이 되고싶은데..	"... 수학을 좋아 하시겠네요! 그러다면 벌써 수학교사가 되실 수 있는 조건 중에 하나는 준비가 되셨습니다 그런 마음을 계속해서 가질 수 있도록 꾸준히 노력하세요 다음으로는 ""가르치는 것을 좋아하느냐?""가 문제입니다 교사는... "
수학잘하는방법(문제집)	... 설명이 엄청잘되어있는것.거의 문제반설명반 ----(좀심했나-_-)하여튼 설명이잘되어있고 무척 쉬운거요 그런데 투탑수학좋아요? 저가 학원에서 개념편하고유형편 풀고있는데 좀 많이 어려워서요. 질문은요.... 질문1:투탑수학 좋아요?... 
전체 단원 문제 주세요 ㅜㅜ 최상위 수학이면 더 좋아요!!	... 최상위 수학 아니어도 대환영이니까 6-1 전체 단원 아무 문제 주세요.. 채점도 해야하니 답안지랑 해설도... 최상위수학 6-1 pdf 첨부했습니다! 답지까지 하면 용량이 커져서 첨부가 안되더라고요 ㅠㅠㅠ 이메일을... 
수학도서	(1)수학귀신 (2)수학이좋아요 (3)수학이지뭐야 방학숙제로 이 3권을 읽었는데 무슨내용인지하나도모르겠어요 내용을따로따로 분리해서 하나씩달아주세요 저도 방학숙제로 읽게 되었어요..그래도 님은 괜찮네요 저는 5권을 읽어야 되는... 
수학 6학년 2단원 각기둥 어려운 문제좀여... 	"수학 6학년 2단원 각기둥 어려운 문제좀여 많을수록좋아여  가로의 길이가 5cm, 세로의 길이가 10cm이고 높이가 15cm인 각기둥에서 가로를 5cm늘리고 세로를 7cm줄이고 높이를 10cm를 늘렸을때 늘리기 전 각기둥의 부피+늘린... "
셀파가 좋아요?? 쎈이 좋아요?? 백점맞는 수학이 좋아요???	... ㅠㅠ 전 셀파!! 강력 추천 합니돠아아아아아아아앙!  제가 둘다해봤었는데 백점맞는 수학이 짱이에요 책도 여러개로 나눠져있고 날개북이나 막그런것도 있어서 성취도 준비할대 따 좋아요
초6 수학 강의 뭐가 좋아요??	"제가 수학 인강/강의를 차근차근 시작하려고요, 초6 강의고 괜찮은거 다 알려주세요 (질문 처음이네요;;) 자세히 적어주세요! ebs들으세여 "
학교수학쌤이좋아요..	... ㅎ 선생님으로써좋아하는건지 남자로좋아하는건지생각해봣는데 도저히 선생님으로써는아닌거같애여.. 노래도잘불루고 기타도잘치고수학도잘하고 음악도가르친데요ㅠ 춤도너무잘춰요ㅠ 어떻해야돼죠ㅠㅠ 제발도아주세요ㅠ... 
수학여행때 좋아 하는 사람 한태 잘보이기	제가요 수학여행대 장기 자랑대 3셋이서 노래 부를 건데 곡은 SG워너비 걸로 하는데요 제가 좋아 하는 여자애 한태 잘 보일라면 엏떻하죠? 1 .어떤 노래부를 까요(아리랑 예상) 아 참고로 그 여자애는 활발하기도 하고 소심하기도함 2... 
구몬 이야기수학 언제 시작하면 좋아요?	구몬 이야기수학 몇 살때 시작하면 좋아요?  구몬 수학을 왜해요? 왜 시켜요? 황농문 교수의 몰입을 시키세요. 아니 시키지 말고 직접 해보세요. 그래서 아이가 따라하게 하세요. https://www.youtube.com/watch?v=zyba8_B2f1I
대구지산동에좋은수학학원	... 지산청구아파트 입구 맞은편 마스터수학 좋아요. 원장님이 직강 하시는데... 10년 경력이라시던데.... 진짜 쉽게 가르쳐 주시공 모른다고 절대 화내시는 일 없어요. 제 조카는 수학 진짜 못한다고 저희 언니가 속상해 했었거든요. 근데... 
수학 그닥 안좋아하는데 도형은 좋아요	... 도형만 잘해요 수학에서 도형만 그리고 이해 한가는것들 이미지로 이해하는걸 좋아하는데 .. 이런 유형은 어케 공부하죠 공간지각능력이 뛰어나신 겁니다 일반적인 고등수학은 이미지로 이해하긴 힘들다고 생각되네요 
가운동 영어과외 수학과외 어디가 좋아요?	"고등학교1학년 수학과외 영어과외 어디서 찾아볼수 있나요?... 가운동수학과외 선생님 계실까요? 정말로 노하우 많고... 가운동수학과외 가운동영어과외 알려주세요  안녕하세요... 영어 수학 학원, 단과학원, 영수 종합학원, 국어 과학... "
초등2학년 수학문제집 추천해주세요	저희 애가 수학을 좋아는 하는데.. 점점 지루해 하고 재미 없어 하더라구요그리고 연산 부분이 너무 약하구요그래서 초등2학년 수학문제집을 고민중인데쉽고 재미있게 공부를 했으면 하는데 재미있는 초등2학년 수학문제집 좀... 
이투스 수학 강의	... 메가 스터디랑 대성은 수학 쌤 좋아보이던데 저는 딱히 못 찾겠더라구요. 이제 기말 5주 정도 남았는데 들을만한 강의 추천 부탁드립니다. 개념+문제로 추천 해주세요 정승제 생선님을 추천합니다. 개념은 모든 수학 선생님 중에서도... 
해운대 부근 수학 학원 어디가 좋아요?	"고등학생인데요 부산 해운대쪽에 살고 있고요 제가 수학을 정말 워낙에 못해서 수학학원을 좀 다녀보려고 알아보고 있는데요. 수학은 정말 싫어하는데, 이대로 수학을 포기하기에는 아닌듯 싶어서 노력이라도 해서 수학 성적좀 올려볼까... "
초등수학 학습지 좋아요?	"... 있어요 수학 어려워 하는 딸아이를 위해 전 디딤돌수학 하고 있어요... 풀어내더라구요 수학은 기본이 잘 되어 있어야 어제운 문제를 만나보 겁을 먹지... 아이가 수학자신감을 가지게 되어서 잘 골랐다 싶더라구요. 서점에서 원리, 기본... "
우등생수학 좋아요?	수학 공부 하기에 좋고 기초 잡기에 좋은게 우등생수학이라고 하던데 혹시 우등생수학 초등 아이가 풀기에 좋은가요?... 우등생수학으로 공부 시키기 전에 궁금해서 이렇게 질문 드려요 안녕하세요 천재교육 문제집 서포터즈 입니다... 
수학교사	"... 수학을 좋아 하신다고요! 그러다면 벌써 수학교사가 되실 수 있는 조건중에 하나는 준비가 되셨습니다 그런 마음을 계속해서 가질 수 있도록 꾸준히 노력하세요 다음으로는 ""가르치는 것을 좋아 하느냐?""가 문제입니다 교사는... "
안좋아요. 영어과외 수학과외 통해서 내신 올려볼려고... 	... 내신위주로 공부를 하고 있는데 아무래도 영어과외 수학과외 통해서 내신 올려볼려 해요. 도와주세요.  안녕하세요! 부산남고 영어 과외 수학 과외 전문 내신 관리 선생님 기쌤 입니다! 아무래도 한참 중요한 고2 경우에는... 
중1 수학 독학	"... 쎈 수학이 좋아고 하는데 정말인가요?  안녕하세요 천재교육 문제집 지식파트너 입니다 중1인데 독학으로 할 수학문제집을 찾고 계시는군요 개념정리가 잘되어있어서 혼자서도 이해하기 수월한 문제집을 찾으신다면, 해결의법칙을... "
고3 공대 수학 학과 진로 질문	... 나는 물리도 좋고 수학도 좋아 -> 기계공학과 나는 화학도 좋고 수학도 좋다 -> 화학공학과 . . 생명+수학 -> 생명공학과 이런식으로 수학이 베이스인 학부가 대학교에는 매우 많으니 목표로 하시는 학교 홈페이지에서 개설된 과를... 
"초등학교5학년 논술,수학 어디가제일좋아요?"	"저는 이제 초등학생5학년이 되는데 논술,수학어디가제일좋아요  논술은 잘 몰라서 수학 추천할게요 구몬학습이라고 학습지가 있는데 서술형은 나오지 않고 계산만 하는 건데요 제가 이거해서 5학년 끝날때 중1 수준이 됬어요. 사람마다... "
"1. 국어, 도덕, 역사, 수학, 과"	"... 그렇다고 다른 과목을 소홀히 해서는 안 됩니다. 도덕, 역사, 기술가정도 함께 하시되, 위 과목을 중점적으로 하시는 게 좋아요. 2. 수학이나 과학 같은 과목은 오답노트 쓰는데 좋은가요? 네. 오답노트를 쓰면 도움이 될 것 같습니다. "
안좋아요. 영어과외 수학과외 통해서 내신 올려볼려고... 	"... 내신위주로 공부를 하고 있는데 아무래도 영어과외 수학과외 통해서 내신 올려볼려 해요. 도와주세요. 안녕하세요 부산과외는 각 과목별 전문선생님과 팀을이뤄 학생,성인 분들을 대상으로 수업하고 있는데요 보통 과외 수업은 상담... "
수학문제집 모가좋아요?	"... 개념편으로 개념 정리를 하면서 처음에는 쉬운 문제 위주로 풀어보며 개념을 익히고, 유형편에 있는 다양한 문제들을 풀면서 심화 문제에 대한 연습을 하면 좋아요~ 중등 인강 사이트에 수박씨 닷컴이 있는데요. 수학... "
수학정석.. 문제 좋아요?	... 정석 문제 안좋아요!!!!!!!! 정석이라면 혹시 그 초록색 껍데기 홍성대? 그거 한 80년댄가부터 똑같은 글자 그대로... 다른거 푸세요 일단 문제집 선정은 학교선생님한테 도움청하는게 제일좋아요. 선생님들이 문제집에서 힌트를 얻고... 
수학 계산 노트에다 하는게 좋아요??	수학 계산 노트에다 하는게 좋아요?? 제 생각은 노트는 크고 넓은데 나중에 시험 칠때 자리가 너무 작아서 적응이 안되지 않나요.? 저희학교 시험지가 막 수능 칠때 그 종이처럼 막 큰게 아니라서요.. 저는 수학 공책을 많이 쓰는 편입니다... 
중학 수학 문제 급해요....	"우리중학교 1학년 전체 학생 390명 중에서,국어를 좋아하는 학생이 280명,수학을 좋아하는 학생이 210명 두 과목 다 좋아하지 않는 학생이 50명이다 수학만 좋아 하는 학생 수를 구하면? 1번 30명 2번 60명 3번 90명 4번 120명... "
중1 수학 독학	... 쎈 수학이 좋아고 하는데 정말인가요?  유투브에 강의채널이 많아요 돈도 안들고 짜투리시간에 보기좋은 영상추천드림 https://www.youtube.com/c/MathPencil 5분내 영상으로 (음성없음) 기초부터 중등수학을 그림으로 알려주는... 
김포 걸포동 영어과외 수학과외 북변동 까지 좋아요... 	... 김포 걸포동 수학 영어 과외 수업에 궁금하신 부분과 질문을 읽고 효율적인 수업을 받을 수 있는 방법과 실수 없는... 국어 영어 수학 과학 사회등 과목별 전문선생님들과 함께 과학적 진단으로 학습의 문제점을 파악하고 각개인에게... 
수학여행이 좋아요?수련회가 좋아요?11시까지 써주세요!!	... 둘중에 무엇이더 좋아요? 그리고 수학영행은 밤에 다른방에서 놀고 시끄럼게 떠들어도 돼나요?글구 다른방에서 자도돼요? 수학여행은 장기자랑이 있어요?혹사 수학여행도 교관이있어요? 수학여행은 자유가 많아요? 빨리... 
